A0A287BAP6 A0A287AIE4
B0LXP3 B0LXP3
I3LE30 I3LE30
I3LIB1 A0A287BFY7
A0A287AZT5 I3LF48
A0A287B2T4 F1RSK2
I3LKH0 I3LKH0
F1SL46 F1SL46
F1S1M2 I3LNK6
F1SHV7 I3LL46
F1RQZ6 F1RQZ6
I3LUG5 I3LUG5
F1RVP9 F1RVP9
F1RTW1 I3LKM6
F1RZA6 F1RXE4
F1STZ6 F1S8X0
A0A286ZRS5 A0A286ZRS5
F1RW79 A0A287B5L3
K7GNF5 A0A287A7X3
I3LN92 I3LN92
F1S414 I3LRJ7
F1RS76 A0A287ACY5
A5A8V8 F1S911
A0A287AMJ0 I3L6U9
K7GN73 K7GN73
F1STU0 F1STU0
F1SGH4 F1SN69
F1SSH0 A0A287ATG8
F2Z5I8 F2Z5I8
F1RWZ0 F1SQ60
A0A287BEL1 A0A287BEL1
A0A287B098 A0A287B098
F1RJU8 A0A287AG84
A0A286ZTB1 I3LCU3
A0A287BIR8 Q06AB2
F1RRK2 A0A287B5J8
A0A287A5L5 F1RVD7
K9IVE3 K9IVE3
A0A287A8Y0 A0A287A8Y0
A5GFX6 A5GFX6
F1RF24 A9UHP1
A0A287AR57 A5GFZ6
Q07287 Q4R0H3
F1S492 A0A287ANQ7
F1SL18 A0A286ZS39
A0A287AZ57 I3LM60
I3LRK7 A0A287B0T0
A0A287BFM3 A0A287BQ70
F1SBT9 F1SBT9
A0A287AF60 F1RWM3
A0A287BK92 F1SMZ2
I3L7K2 I3L7K2
F1S593 F1S593
A0A287B3H4 A0A287B9V7
I3LUT9 F1RWZ0
A0A286ZMZ8 A0A287BFC6
I3LLZ3 I3LLZ3
A0A287BI89 A0A287BI89
F1RFZ7 F1SN69
A0A287BC30 A0A287BC30
A0A287AK10 F1SPF9
Q59HI6 P18430
A0A287AYZ1 F6QAE4
K9IVU5 K9IVU5
F2Z5S6 F2Z5S6
I3LB10 A0A287AMJ5
F1S4T3 F1S4T3
A0A287AAN9 A0A287A8Y0
F1RXX4 A0A287BBR4
A0A287AUV2 F1RS05
I3LHR2 A0A286ZNE5
A0A287B012 A0A287B012
Q8SPJ9 Q8SPJ9
F1RKR0 A9UHP1
F1SS82 F1S7L7
A0A286ZVX9 K7GLC1
A0A287A547 F1RKC0
Q5I2M3 Q5I2M3
A0A287BQM5 A0A287BQM5
A0A286ZJ88 A0A286ZJ88
A0A287BR93 K7GN34
F1RT07 A0A287APX2
F1SQ17 F1SQ17
F1SDY3 F1SDY3
F1RXP8 A0A287BMK7
I3L5R5 I3L5R5
P23695 A0A286ZZC6
A0A287A527 I3LU21
F1RNJ0 P49927
A0A287A9M3 A0A287A9M3
F1SUC4 A0A287AMU9
A0A287APU1 F1SSN6
A0A287B108 A0A287B0E9
A0A286ZXZ3 F6Q109
F1SS97 I3L7D2
F1RL46 F1SC78
A0A287ADT1 A0A287ADT1
A0A287BFY7 A0A287BES3
A0A287A4D0 A0A286ZI25
F1RF23 F1RF23
F1SDN6 F1SDN6
I3LRS0 I3LRS0
A0A287BCK2 A0A287BIY7
F1RW85 F1RW85
I3LGV2 F1SL85
F1SJU3 F1SJU3
A0A287B737 F1SS82
F1RS05 F1S8Y4
F1SKT4 A0A286ZT06
F1SSW6 F1SSZ8
F1RIG2 F1RIG2
A0A287B7D4 A0A287B7D4
A0A286ZUT8 A0A286ZUT8
I3LFG4 I3LFG4
A0A287B3U1 A0A287ABX4
F1STH0 F1SV01
F1SFM0 F1RT07
B1PK17 A0A287ALZ1
F1S579 F1S5P0
F1SGD8 Q6RWA7
A0A287A0W1 M3V834
A0A286ZYS4 E5F1H9
I3LPV9 A0A287ALW3
F1SAM0 I3LCP8
I3L5P4 F1RJ83
I3LUP4 I3L9K5
I3LLR1 F1S8F0
F1SNL8 F1RIF6
F1RZ96 A0A287B5N1
F1S0N2 F1SML4
F1SQL4 F1SUD4
F1S1H2 A0A287BQG6
A0A287ALK7 A0A287ALK7
A0A286ZQE2 A0A286ZQE2
F1SAH5 F1SAH5
I3LTX5 I3LTX5
I3LDW3 F1SUZ9
A0A286ZSI9 A0A286ZSI9
A0A287B854 A0A287B854
A0A287BEU1 F1SPE3
Q5BMD3 A0A286ZLC0
F1SUE2 F1RVY1
F1RK26 I3LNK6
F1RFV6 F1S2K2
A0A287AG84 F1RJU8
F1RRN7 F1RRN7
I3LFH6 A0A286ZRG1
A0A286ZQ67 F1SKJ5
A0A287AUT3 F1RGS9
F1SQA7 F1SQA7
A0A287ACY5 B3XXC2
A0A287BRN7 A0A286ZJL4
A0A287BI14 A0A287AEB7
F1SMN1 F1SMN1
A5GFN3 F1S9R4
A0A287AN30 K7GNQ8
I3LPL6 F1SCV6
F1SU53 F1SU53
A0A287A0F9 A0A287A0F9
F1RXX2 F1RXX2
F1S8T1 F1S8T1
F1SGG6 F1S0J8
A0A286ZMT8 F1RNW5
A0A287AQW3 F1S3E2
I3LCI8 A0A287A4F0
A0A287AZ90 A0A287AZ90
A0A287A985 A5GFN6
F1S8X9 F1S8X9
I3L844 F1RZ97
A0A287A4D0 I3LLZ3
F1S518 F1S518
F1S064 I3LVJ1
F1RVM0 F1RVM0
F1SL93 A0A287B017
F1S025 F1S028
A0A287BDJ5 A0A287BDJ5
A0A287B3T5 F1SBR2
F1SC57 I3L855
Q2I373 Q2I373
A0A287AVJ0 A0A287AVJ0
F1SGP7 I3LUH8
F1RVL9 C9K505
F1SEX4 A0A287AAN9
I3LHR2 A0A286ZTX2
A0A287BNM0 A0A286ZZ17
F1SHB0 F1RRZ1
A0A287AG15 Q19QU3
A0A286ZNE4 I3LAL1
G9K122 F1SPP6
P79387 F1SDD9
A5JUQ8 A5JUQ8
K7GNF0 K7GQZ4
I3L8W5 F1S8X0
F1RR03 K7GKA5
F1S523 F1RRW0
A0A287A996 F1S9W1
I3LNJ8 F1RF78
F1RW05 F1RNN1
A0A287ACM5 A0A287ACM5
Q8SPK3 F1SIW4
I3LCU3 I3LBN0
A0A287BEU1 K7GL66
A0A286ZZC6 A0A286ZZC6
A0A286ZYR1 F1S5E1
I3L7H4 F1RT07
F1RR63 F1RR63
A0A287BCF4 A0A287AD89
A0A287AGA6 A0A287AGA6
F1SML9 A0A286ZVV5
F1RY45 F1RLF2
F1RK92 A0A287AC51
F1RY95 A0A287BGZ7
A0A287AGA6 A0A287BFA5
I3LGN1 A0A287AMV5
A0A287B8P3 A0A287B8P3
F1RIA3 A0A287BC80
A0A287AA47 F1S0J8
F1RMB2 F1RMB2
Q2PKF4 A0A287A9G4
F1RLE6 F1RVD7
A0A286ZI25 A0A287AHK7
A0A287B5J8 F1RRK2
K9IWB2 K9IWB2
F1RPW9 F1RPW9
F1RJH1 F1RJH1
F1SDV1 A0A287BMU4
F1SGH5 F1SGH5
F1RVZ0 F1SHG1
A0A287BDY5 F1RT78
I3LUI7 F1RFB7
F1RVS6 A0A287ADY8
A0A287A9A9 F1S7L7
F1RME6 A0A287AMU9
A0A287AHT1 A0A287AHT1
I3LUT9 A0A286ZY04
A0A287ATR1 A0A286ZQW4
F1SCJ1 F1RZA6
F2Z5I3 A0A287ALI5
A0A286ZXD2 A0A286ZXD2
A0A286ZVG0 F1SIT8
F1SN62 F1SN62
A0A287AI32 A0A287AI32
F1SE75 F1SE75
F1SIG5 F1SIG5
F1RNY1 A0A287AJV7
F1SBT3 K7GT69
A0A287B3F4 A0A287B3F4
A4U9C9 A0A287BJT5
F1RP07 I3LA49
F1RGS9 A0A287AUT3
A0A287AI94 F1S430
P26776 P80964
F1RUA7 F1SBH1
A0A286ZHZ1 A0A286ZHZ1
I3L5T3 I3L5T3
Q52NJ5 G8ENM4
A0A287AFY2 A0A287AFY2
A0A287B464 A0A287B464
F1SD81 A0A287A957
A0A286ZRJ9 F1SGP7
F1SFX0 M3VK31
I3LG49 I3LFG4
B7U2H0 A0A287AHG1
A0A286ZPP9 F1S414
I3LEI5 A0A287B9D1
D7RA17 A0A287ABX4
A0A286ZT06 A0A287B2X3
I3LGE9 I3LGE9
F1SRR6 F1SRR6
A0A287B573 A0A287B573
F1RFD3 F2Z5E6
F1RW05 F1RW05
A0A286ZPM2 F1SUL0
A0A287A381 F1SNI1
D2WKD8 D2WKD8
A0A287ANT3 A0A287ANT3
Q8MIA3 F1RPV0
F1SG88 F1SG88
F1S5B2 A0A287AU31
K7GL74 F1S1A7
I3LFB8 F1SNJ7
F1S8Y2 F1S8Y2
Q6KBX4 Q6KBX4
A0A287BLU9 A0A287BLU9
A0A286ZI70 F1SI90
I3L847 A0A287APU1
F1SGP7 F1RX40
A0A287APK5 A0A287APK5
F1SD74 I3LQ18
A0A287BPN6 A0A287BPN6
F1RKE4 A0A287AZ63
A0A287A2U9 A0A287A2U9
F1SMJ4 F1SMJ4
I3L855 F1RU77
F1S4W0 F1S4W0
A6P7L6 A6P7L6
A0A287AZJ5 A0A287AZJ5
B5APU9 B5APU9
A0A286ZQE2 I3LBA6
A0A287B0I5 A0A287B0I5
A0A287AF85 A0A287AF85
I3L8Q6 I3L8Q6
F1SM91 F1SM91
F1RHN8 B7TY21
A9UHP1 F1RTK1
F1SRJ1 F1SRJ1
F1SIK8 D7R811
A0A287B9N1 A0A287B9N1
I3LPV9 F1SLZ6
A0A287B0C9 A0A287B0C9
A0A287ACX2 A0A287ACX2
F1S103 A0A287ASV0
F8SIP6 A0A287A3Y1
F1RJI0 A0A287AIX2
I3LV51 I3LU21
B3CL06 P30555
A0A287A377 F1S9R4
E2IKQ8 O62680
Q29412 Q29412
A0A287AI94 A0A287BIV6
A0A287A612 A0A287AGA1
F1SUC4 F1RME6
F1SRD2 A0A287AJV7
F1SEX4 A0A287AGD4
F1RGK7 A0A287AVC9
A0A288CG19 A0A288CG19
A0A287BPF5 K7GN66
E3US74 E3US74
F1S7L7 A0A287B737
I3LGN1 F1S614
A0A287AMS8 A0A287A381
F1S1I1 F1SAY8
I3LLZ2 F1RFZ7
F1RM98 I3LG49
F1RYU8 A0A287BHL2
F1SU25 F1SU25
A0A287BEH6 A0A287BEH6
K9IVJ6 F1SUR6
I3LAW2 F1RSK2
F1SD81 A3RID9
F1S5E1 A0A287ATR1
F1S570 I3L5K2
I3LNY9 A0A287AH71
I3LUZ9 I3LS09
A0A287BD43 A0A287AJ30
F1SE85 F1SE85
A0A287B9V8 F1RMS4
A0A287AG28 E5F1H9
F1SAG1 F1RWG2
I3LFG4 F1RM98
A0A287AK36 A0A287AK36
A4U9C9 F1STH0
I3LV51 I3LV51
F1RSD3 Q8SPK3
A0A287A4Z2 C3S7K5
A0A287B7G9 F1RIV1
F1RS19 F1RS19
F1RXX4 A0A287AJX3
A0A287BJX4 A0A287BJX4
Q4PS85 A0A287APX2
A0A286ZXE4 A0A287BD34
F1SGF0 F1SGF0
F1S5K5 F1S5K5
K7GSZ9 A0A287AWP2
A0A287A3F9 A0A287A3F9
F1S7P1 F1S7P1
F1SBS2 F1SBS2
A0A287B182 I3L8J9
K7GMG2 F1RX92
F1RHE3 F1RHE3
F1RL90 F1RL90
K7GT69 G3FP13
F1SUS6 A0A287AN34
A0A287AM78 A0A287AM78
F1SIH3 F1SIH3
I3LBE3 I3LBE3
F1SGH4 F1SGH4
F1RH71 F1RH71
A0A287AE42 A0A287AE42
F1SFG2 A0A286ZPW1
F1SFC1 F1SFC1
I3LA84 F1SH97
F1S2K2 F1S2K2
I3L844 F1SAL3
F1SD83 F1SGS8
F1SUY1 A0A286ZY04
P03970 K7GN66
A0A287BB06 A0A287BB06
A0A286ZXQ9 A0A286ZXQ9
I3LL97 I3LL97
F1RRW2 A0A287BKV9
A0A287AH86 F1SQG1
A0A287AD26 A0A287AD26
P26776 A0A287AGG3
F1RR45 F1RR45
F1SUK6 F1SAZ7
F1SL30 F1SL30
A0A286ZTX2 K7GPQ5
F1S0T9 I3LDJ2
I3LBS8 A0A287B1Z3
A0A287BJH4 A0A287B0Y7
F1SJT0 F1SD81
F1RRW0 A0A287BFA5
I3LE93 F1RS82
A1X898 Q6QAT1
A1XQT6 F2Z580
A0A287BKJ3 A0A287BKJ3
I3LBA6 D7RA36
A0A287AQI5 A0A287BIY7
A0A287AZJ9 A0A287AZJ9
A0A287AR61 F1RRW0
F1SR82 F1SR82
I3LQS2 I3LQS2
D3Y270 I3LST4
F1SIP3 F1SIP3
F1SHV7 F1SHV7
F1SPP6 K7GN34
A0A287AMV5 I3LGN1
A0A287B300 A0A287B300
A0A287BDU8 F1SUA0
A0A287A1S1 F1RVX6
A2T1K7 K7GR16
F6QAE4 I3LLZ3
F1SJT0 F1SJT0
F2Z5I5 F2Z5I5
I3L8H0 A0A287AHG1
A0A286ZI70 A0A286ZI70
A0A287AN30 F1RRW0
F1S7Q6 K7GQ93
A2T1K7 O19063
F1RME6 I3L8V8
F1RUR8 F1SL85
F1SSZ0 F1SSZ0
Q1KS50 K7GNP1
A0A287ALW3 A0A287ALW3
F1RR84 Q06AT7
F1SEI1 A0A287BBL7
F1RRI0 F1RRI0
F1SDH5 F1SDH5
A0A286ZRL0 A0A286ZRL0
A5GFS4 A5GFS4
A0A286ZKM7 A0A286ZKM7
A0A287B9D1 A0A286ZRN5
F2Z5I3 F2Z5I3
F1RVR2 F1S5B5
A0A286ZJ48 F1SC59
F1SC83 A0A287B4H1
F1RVS8 F1RVS8
A0A287BT17 A0A287BT17
I3LTW0 I3LRK7
A0A286ZS02 A0A286ZS02
A0A287B982 I3LKT6
A0A286ZN56 A0A286ZN56
F1S4B7 F1SPC0
Q06AB2 I3LHK5
A0A287AD78 A0A287AD78
F1SAW7 F1SAW7
I3LAW2 A0A287B2T4
F1SIH3 D7RA32
K7GK92 K7GK92
F1SDV1 A0A287BST7
A0A286ZLZ0 A0A287AGU7
F1S1F1 A0A286ZMB2
A0A286ZR41 I3LDW3
A0A287B0L2 D3Y270
A0A287A862 A0A287A862
F1RVM5 A0A287BHY1
A0A287AHZ5 A0A287AHZ5
I3LM60 A0A286ZN42
P10612 P10612
A0A287ALW3 I3LPV9
I3LCU3 A0A286ZTB1
P07480 P07480
A0A287AMU9 F1S027
A0A287B6L2 A0A287B6L2
D3U7X2 D3U7X2
A0A287B5K5 A0A287A4H3
A0A287AYZ1 A0A287AHK7
F1STS4 F1STS4
F1S103 F1S103
A0A286ZJ13 A0A287BE50
F1RZC9 F1SHF7
F1RSH4 A0A286ZQ67
F1RT67 I3LUI7
F1RSG0 F1RZI3
F1SV01 K7GS70
K7GLC1 A0A286ZVX9
A0A287AFX0 A0A287AFX0
I3LJF6 I3LJF6
F1SAS5 F1RMS4
F1RJ01 F1RJ01
I3LST4 A0A287B0L2
A0A286ZXU4 A0A286ZZN3
I3LLY4 I3LLY4
P01219 F1SNJ7
F1RY45 B0LDT4
A0A286ZN07 A0A286ZN07
A0A286ZWJ2 A0A286ZWJ2
A0A287BMZ0 F1S216
F1SKJ0 I3LA49
F1RTW1 A0A287APE0
F1SD90 I3LCP8
F2Z5D1 I3LS09
F1SEX4 F1RVM0
A0A287A359 A0A287A359
A0A287ABI7 F1ST22
F1S9W2 F1S9W2
K9J4T9 K9J4T9
F1RUL1 F1RUL1
K9J6H5 K9J6H5
F1SQ60 F1RWZ0
F1SLC7 F1SA17
F1S938 I3LJQ0
F1RYP8 I3LHI3
F1SK28 A0A287BNF7
F1SBW5 F1RF23
F1RND0 A0A287AB68
F1SHD4 F1SHD4
I3LCH7 I3LCH7
F1SIZ8 A0A287AMV5
A0A287AHK7 A0A287BR67
F1SMZ4 F1SMZ4
A0A287BFL6 A0A287AMV5
F1SUK6 F1SUK6
A5GFZ6 F1S4G5
A0A287A6G5 A0A287A6G5
A0A287BRN7 I3LTD0
I3L8A2 A0A287AMD7
I3LJ12 F1STZ6
F1SNZ3 F1SNZ3
A0A287AEL7 I3L8H0
F1RXA9 I3LST4
A0A287B1J5 A0A286ZWY7
F1SHN7 F1SHN7
A0A286ZY18 F1RT07
F1SEX6 A0A287BK29
I3LGN1 A0A287AAW2
F1RV14 F1RV14
F1RPM9 F1RPM9
F1S7L6 K7GT68
A0A287AN18 F2Z531
B4YSE7 A0A287AR90
F1RT87 F1RT87
F1SAH3 F1S8J5
I3LL77 A0A287A450
I3LKA2 I3LKA2
A0A287AF60 A0A287AF60
A0A286ZND4 A0A286ZND4
A0A287ASY7 F1RSQ2
F1RK84 A0A287B3F4
A0A287ADR8 A0A287ADR8
F1RZC6 A0A287AQ59
F1RPD2 F1SRP0
A0A287B1W2 A0A287B1W2
I3LBQ4 I3LBQ4
I3LQD8 A0A287B9V8
F1S467 F1RKR0
I3LEX4 F1STN2
F1STU9 A0A287AZ54
F1RZR7 F1RZR7
F1RFA9 F1RFA9
A0A286ZXU9 A0A286ZXU9
A0A287AC51 I3LUX4
I3L7H6 I3L7H6
A0A287A728 A0A287A728
F1SK28 F1RY45
F1S0U6 F1S0U6
A0A287B836 A0A287B836
A0A287AU26 A0A287AU26
F1SHI1 F1SHI1
F1SC20 A0A287A706
F1RL94 F1RL94
I3LQZ5 I3LQZ5
F1SIU0 A0A287AV73
A0A287BFM3 I3LL46
F1RX92 A0A287ARG0
I3LSD5 I3LSD5
F1RJ83 I3L5P4
A0A287BNM0 A0A286ZI45
F1RIF6 I3LST4
F1S8X0 I3LHL8
I3LRK7 F1RMX5
F1RZQ1 F1RZQ1
D7RA18 I3LQG6
A0A287A862 A0A287AY01
A0A287A2C8 I3LP32
F1SC78 A0A287AH57
A0A287A1S1 A0A287AMM6
A0A287BE50 F1S5B5
A0A286ZVX9 A0A287AIU9
P51461 P51461
F1RXR7 F1RXR7
F1RFW5 F1RFW5
F1S9Q5 A0A286ZN93
A0A286ZKM4 A0A286ZKM4
A0A287AJ04 I3LEQ0
I3L7Q7 I3L7Q7
A0A286ZPD1 A0A286ZPD1
F1S5S8 F1RTJ7
F1SA23 A0A287AJV7
F1RT12 F1RT12
I3L5X6 I3LEL8
F1SSH4 F1SSH4
A0A287BBB5 A0A287BBB5
F1RFV6 F2Z5N9
A0A287BBC6 A0A287BBC6
A0A287ADC7 A0A287ADC7
A0A287AFN9 F1SK16
A0A287BIA4 A0A287BIA4
F1SLB6 A0A286ZQE2
F1RF78 A0A287B182
A0A287B5N4 A0A287B5N4
A0A287AU31 F1S5B2
A0A287A9W0 A0A287A9W0
A0A287A9G4 M3VJZ7
K7GN34 A0A287AC51
A0A286ZRF8 A0A286ZRF8
A0A287B7G9 Q8MIA3
K7GLC1 A0A287AIU9
Q19QU3 A0A287AG15
M3VK31 F1SFX0
A0A287BKQ1 A0A287BKQ1
A5GFS7 A5GFS7
F1RIV1 F1RPV0
A0A286ZSY9 F1S855
A0A287BST7 A0A287BST7
A0A286ZTW4 F1REZ4
F1S010 J9JIL2
F1SCH1 A0A287A447
A0A287B8P3 A0A287A9R8
F1RZ70 F1RZ70
F1SI90 F1SGB5
I3LDW3 A0A287ARG0
D7RA17 F2Z5J3
A0A286ZHY0 K7GPB8
F1S7J6 F1S7J6
A0A287B6G7 F1RIV1
A0A287AZ63 F1RKE4
I3LS09 F1SSW6
A0A287B9V8 I3LQD8
I3L5M7 I3L5M7
A5GFZ6 A0A287AHK7
F1S6F1 F1S6F1
F2Z5Q9 F1SL93
F1RLV2 F1RLV2
K9J4V0 K9J4V0
F1SCV6 I3LPL6
F1RQL3 F1RQL3
I3LBA6 I3LCP8
A0A287BBQ5 A0A287BBQ5
F1RV77 F1RV77
A0A287BKV9 F1RWM3
F1RQL8 A0A287BKR8
F1SR05 F1SR05
A0A0U2ETD0 A0A0U2ETD0
I3LVJ1 A0A287AFJ7
F1SST8 F1SS84
F1RKC0 A0A287ARZ5
F1RJ83 F1RJ83
C1JEX7 C1JEX7
F1RRW2 F1RRW2
A0A286ZW96 A0A287BRX1
K7GR70 K7GR70
A0A287A6Q1 A0A287BIY7
I3L6U9 I3L6U9
F1SJG2 A0A287B8E0
I3LLN1 I3LLN1
I3LNG4 I3LNG4
F1SLC7 A0A287AIU9
F1SIT2 I3LDT9
F1RIA4 D0G0B2
I3LRL0 A0A286ZV73
F1RIB2 F1RIB2
A0A287AU46 A0A287AU46
A0A287AZI1 A0A286ZJJ6
F1SFH9 F1SFG1
A0A287B6G7 A0A287BCK2
A0A287AYZ1 I3LLZ3
A0A287BHL1 A0A287BHL1
A0A287A7L1 A0A287AU31
A0A287BE50 F1RVR2
A0A286ZJP2 A0A286ZJP2
F1RW78 F1RW78
M3TYU5 P79387
A0A287BK92 F6PRZ7
A0A287AG28 A0A287AG28
A0A287A1R7 A0A287A1R7
A0A287BI27 F1RQX0
F1RZH1 F1RZH1
P18430 P18430
A0A286ZLA1 A0A287B2F2
A0A287B6G7 A0A287AQI5
F1RXR2 F1RXR2
I3LF03 F1SNG8
B7U6F1 A0A287AGR7
A0A287AKA3 A0A287AKA3
A0A287BC40 A0A287AE27
F1SAG1 F1SDH5
A0A287A547 A0A287BEJ3
A0A287ADS7 A0A287BRN7
A0A287AH86 A0A287AR46
F1SFF5 F1SFF5
F1SSQ5 A0A287AFX3
A0A287BN54 A0A287BN54
A0A287AMU4 A0A287AMU4
F1SHE5 F1REX9
A0A287B057 A0A287B057
F1RFH5 K9J4W3
F1S5K9 B6VAQ0
A0A286ZMB2 I3LBA6
F1RT09 F1RNW5
A0A287B3T2 A0A287B3T2
P29269 A0A287AM78
A0A287ADB2 I3LTD0
F1RRP2 F1RRP2
F1S5N6 F1S106
Q45FY6 A0A287AY01
F1RY89 A0A287A8Y0
F1RJF5 I3LBJ3
F1SS00 F1SS00
F1RY89 A0A287AGD4
A0A287AIV6 A0A287BNS1
I3LTW0 A0A287ADY8
A0A287ABI7 A0A287BEW6
A0A287BJH6 A0A287BJH6
A0A287A0W1 B7U2H0
A0A287BNK4 A0A287BNK4
F1SA17 K7GLC1
F1RFH5 F1SRD2
A0A287AWK9 F1S715
A0A287AH98 A0A287AH98
I3LE93 F1RUF2
I3LTQ7 A5GFS7
D0G6X4 D0G6X4
K9J6H5 A0A287B182
F1S5D3 F1S5D3
A0A287ARI3 A0A287ARI3
F1SL18 K7GKA5
A0A286ZUC9 A0A287B8P3
F1SM35 F1SQH3
A0A287AW46 F1SN45
F2Z5N5 A5GFN6
A0A287BCL8 A0A287BCL8
A0A287AF60 F1RRW2
A0A287AR61 A0A287AN30
F1SNW8 F1SUB2
F1SPC0 F1SPC0
A0A287BAV1 A0A287BDU8
A0A287B2K6 K9J4W3
F1S4B7 F1S4B7
F1RL99 F1RL99
A0A287AY01 A0A287APK5
I3LL46 I3LEA0
F1SFF5 F1SA17
A0A287AUV2 K7GLC1
F1SDV1 F1SDV1
F1RKJ6 F1SSS8
F1RXE4 F1RXE4
F1S9E2 F1S9E2
I3LQ18 I3LQ18
A0A287BIA7 F1RGT4
K7GPQ5 K7GPQ5
K9IVU5 A0A287A6H2
A0A287ABW1 A0A287ABW1
A0A287BQ20 A0A287BQ20
I3LEH3 I3LEH3
A0A287APY9 A0A287APY9
I3LFH6 F1SBK5
F1SRA2 F1SRA2
A0A287A7T9 A0A287A7T9
A0A287AUV2 F1S0P6
A0A287B108 F1S9W5
A0A287ATP5 A0A287B6N3
F1SED7 F1SED7
I3LT45 I3LT45
A0A287AW07 F1RS59
F1SRQ4 F1SRQ4
F1S5A6 A0A287BM19
B7TJ18 B7TJ18
F1SG87 F1SG87
A0A286ZXB1 A0A286ZXB1
F1SDH5 F1RWG2
F1SFM0 Q4PS85
F1SAS5 A0A287B9V8
F1SNG6 F1SPZ4
Q8WNW3 Q8WNW3
I3LRN2 A0A287B4P7
A0A286ZRJ9 F1RX40
A0A287ALN6 A0A287ALN6
A0A287BEV5 A0A287BEV5
A0A287A447 A0A287AMN8
I3LHK5 A0A287BI27
A0A286ZWL3 A0A286ZXQ3
I3LDS3 I3LDS3
F1RVY1 I3LFH6
A0A287BCG1 A0A287BCG1
A0A287BK29 F1SEX6
F1S5P0 A0A287AWP2
F1SSJ0 F1SSJ0
A0A286ZV73 A0A286ZV73
F1SRC5 A0A287A720
I3LUH8 F1RX40
A0A287AMX1 F1SMK6
I3L8J9 A3RID9
A0A287BDU8 A0A287BDU8
Q8MIA3 A0A287BIA7
I3LFB5 I3LFB5
F1SSX7 F1SSX7
A0A286ZMR3 A0A286ZMR3
A0A286ZS42 F1SEV4
A0A287ATR1 A0A287ATR1
I3LSU2 I3LSU2
A3RID9 I3L8J9
I3L9U6 A0A287BNU9
F1SLL4 F1SLL4
A0A287B2X3 F1SKT4
I3LCP8 F1SAM0
A0A287A164 I3LPU3
F1RZ96 F1SAH1
F1S430 F1S430
F1SSZ0 A0A287BG25
Q95342 A0A287AWI9
F1STH9 A0A287BRV4
F1RZV9 F1RM45
A0A287BE32 F1SC74
I3LPB3 I3LPB3
Q684M4 Q684M4
A0A287AYM4 A0A287B3P0
F1SUZ9 I3LDW3
A0A287AJV7 F1SA23
F1SJT0 I3L8J9
A5GFN6 F2Z5N5
F1S0L9 F1S0L9
F1S856 F1SCE3
A0A287BHD7 A0A287BHD7
A0A287B3U1 D7RA17
F1SS00 F1S365
F1SMI4 F1SMI4
F1S3E2 I3LEX4
A0A286ZKI4 F1RNV5
A0A287ANQ7 F2Z5L2
A0A287B0T0 Q6RWA7
I3LTW0 F1SGD8
A0A287BK29 I3LN88
A0A287BHQ4 A0A287BHQ4
A0A287AMJ2 A0A287AMJ2
F1SUS6 I3LJ12
I3L9K6 F1SUL0
A0A287A555 A0A287A555
A0A287BMK7 A0A287A1S1
F1S5S8 B4YSE7
A0A287AJW8 A0A287AJW8
F1SB50 I3LEA0
A0A286ZVX9 A0A287AUV2
A0A287BFM3 I3LEA0
Q95254 Q95254
A0A287APC5 A0A287APC5
A0A287ASV0 A0A287ASV0
A0A287BIY7 Q8MIA3
F1RFD3 A0A287BL20
A0A286ZRI8 F1S3I8
A0A287A116 A0A287A116
A0A287B8F9 A0A287B8F9
F1RYU5 F1RYU5
F1SMK6 F1SMK6
F1RLA7 F1RLA7
A1E952 A1E952
A0A287B4D9 A0A287B4D9
F1SRC3 A0A286ZQ67
F1S855 I3L9U6
A0A287BNT0 A0A287BNT0
F1S0X6 F1S0X6
F1RKA0 A0A286ZN41
F1SA03 F1SND4
A0A287APK5 A0A287AIE4
I3L5K6 I3L5K6
F2Z5R8 F1RUF2
A0A286ZQB5 A0A286ZQB5
I3LCP8 I3LCP8
I4IYB5 I4IYB5
I3LIB1 A0A287BES3
A0A287BDP3 Q28989
F1RNW5 F1SC78
A0A287A018 A0A287A018
F1RK24 A0A287ASY7
A5GFR3 A5GFR3
Q06A98 Q06A98
F1RWE3 I3LB53
A0A287AGA6 F1S523
F2Z5D1 F1SSW6
F1SGQ7 F1SBN8
F1RS76 I3LG49
I3LIX4 I3LIX4
A0A287BFY7 A0A287BFY7
F1SND6 F1RRK6
A0A287BF41 F1SGS8
F1S3E0 I3LPV8
A0A286ZQS2 I3LUA2
A0A286ZHY0 I3LIG0
F1RWM5 F1RWM5
F1SGL7 F1SGL7
A0A287A447 I3LUX4
F1RL45 F1RL45
F1SA57 F1SGQ0
A0A286ZI91 A0A287ABX4
F1RK92 A0A287AMN8
I3LHE7 F1STH0
A0A287BB33 A0A287BB33
A0A287BKF0 F1S7P5
I3LBA6 F1S1F1
F1RS05 F1SA17
F1SUE2 I3L9K6
K7GPE3 K7GPE3
A0A287BFH9 A0A287BFH9
Q1KS50 F1RRZ1
F1SBK7 F1SBK7
I3LAB4 I3LAB4
A0A286ZR64 A0A286ZR64
F1SG36 I3LJB7
F1S073 F1S073
F1S5E1 A0A286ZPB4
F1S6B5 F1SF95
F1S4A6 K7GNX2
F1RJQ6 K7GR16
A0A287B024 I3LLX9
Q5BMD3 Q5BMD3
F1RQR2 F1RQR2
F1S248 I3LK97
A2T1K7 F1RJQ6
K7GM93 K7GM93
