Q6DFW4 Q9ESX5
Q9D4M9 Q6RUT8
Q8BHD1 Q8VDT9
Q8C0D7 Q8C0D7
Q9DB54 Q62178
Q8CAE3 Q60675
Q91X88 Q91X88
Q8VBW5 Q80ZU0
Q68EF4 Q62559
Q91VK4 Q91VK4
Q8CI96 P70347
Q64151 B1AZA5
O35216 A2A5N8
P52432 P52432
Q8R1C3 O35544
Q8BQC3 Q8BQC3
P47738 P47738
Q9ERZ0 Q07563
Q61471 Q9CZY2
Q149T1 Q8R0Z5
Q8BKX7 Q8BKX7
Q9CQI9 Q9R0S0
Q8K3V1 Q8K3V1
E9Q5K9 Q8BVN7
O35716 P25446
Q8BZM1 Q8BZM1
Q91V61 Q91V61
Q8R0B5 Q8R0B5
Q91VR2 Q91VR2
Q8CEE7 Q3U1N2
Q9R0U0 Q9R0U0
Q8BLX4 E9Q958
Q60765 Q8VBU8
E9QN59 E9QN59
F8WGW3 Q80U04
Q80VC6 Q9QZ41
Q810L4 Q3U3W2
A2RTU1 Q3U309
A0A0R4J0D7 P09024
O35239 Q9Z138
P70697 Q9JLY7
Q4VA93 Q4VA93
Q69ZR2 Q69ZR2
D3Z603 D3Z603
Q8CCJ3 D6RHB1
Q5PR73 Q6NZL1
D3YXJ5 D3YXJ5
V9GXH0 A0A286YD23
Q9JJP2 G3X8R8
P54369 Q3UD01
P55271 P09926
A2AQR4 Q9WUI0
Q64336 Q9Z2F6
Q5DW34 Q6NXY1
Q8K2J7 Q8K2J7
E9PW37 Q8C120
Q7TMG8 O54941
Q9CPY4 Q9CWR2
Q9CQS4 Q8BYG9
D3Z4R4 D3Z4R4
Q9CZS3 Q9CZS3
A0A0N4SWC3 A0A0R4J0B4
Q62261 Q9D8N0
Q8BGZ1 P09036
Q9CR73 Q9CR73
F8VPT7 Q8K0D0
Q8R1F6 Q8R1F6
P40646 D3YVH8
Q5U5I3 Q8R016
Q14AX6 Q9JKB3
P0C242 Q9Z191
P0C242 Q6P1E7
F8WJF7 F8WJF7
Q9EPL8 Q8BGQ7
Q61878 Q61878
Q8VEG0 Q8VEG0
A0A0R4J0C0 F6VZ99
A0A286YD23 Q921V7
Q6PAL7 Q6PAL7
E9PYF7 E9PYF7
Q62241 Q923D4
Q4FZF3 Q9D0N7
Q14C51 Q61074
B7ZMR6 B7ZMR6
Q924C1 Q924C1
Q8C0D4 Q8C0D4
Q562D6 Q562D6
Q91VH2 Q9CY27
Q8CHY3 P41593
A0A0R4J0I4 E9Q2M3
Q149C2 Q8BNV1
Q8QZZ7 Q9ERC3
Q8BQY8 Q8BQY8
P07356 P07356
Q921I0 P97376
Q9Z110 Q9Z110
Q80Y98 Q80Y98
Q7TQ32 Q7TQ32
Q8BJ64 Q8BJ64
Q8BI72 P49442
Q3TLW9 A0A0N4SVK4
Q9CR73 Q9D6Z0
Q8BH07 Q8BH07
Q641P0 Q61390
Q08048 Q08048
Q8VDD9 P31230
D3YWX2 D3YWX2
P0DOV1 B1ARD6
Q9JHG7 Q60644
P59470 Q6PHZ5
P24610 D6RJM5
O88543 Q9CZ30
Q9CQI9 Q9D084
Q9Z1Z2 Q9Z1Z2
Q3UC65 Q3UC65
P70335 P70335
Q9CQN7 Q9CQN7
Q78IK2 P70321
Q8K0C4 Q8K0C4
Q9CXW2 Q9JKF7
P63157 H3BJ52
Q9CR26 Q9CR26
A0A0R4J1A1 A0A0R4J1A1
Q9Z0F8 Q9CPY4
Q5XFZ0 Q5XFZ0
P62274 Q9CQS8
Q3UV71 P63157
Q62486 Q9R0B8
Q8VCL5 P0C242
Q9Z2F6 Q9Z2F6
Q8BUL6 Q8BUL6
Q3U2V3 Q9JI20
B1AWN8 B1AWN8
Q9CZT6 Q8R0F6
Q9JI57 Q8VDZ4
Q0VBM2 Q68FD9
A2A5Z6 Q9D2Y6
B2RQE8 Q8R373
Q9DCN7 Q9DCZ4
Q99MS7 Q8BGZ1
P62821 P62821
O09172 Q922U2
E9PX57 E9PX57
D3YXK0 Q9QXP7
P97946 Q3U0X8
Q9WVT6 Q9WVT6
Q9R0M6 Q9R0M6
Q61214 Q61214
Q9Z1F9 E9QPI5
Q91WN1 O08848
A2RRY8 A2RRY8
B0V2N1 Q9CQU3
Q8VEK2 A4Q9F4
Q9QVN7 Q9QVN7
A0A0R4J0V0 Q9WTZ0
O08848 Q9CZS1
Q3UZ64 Q8BU88
Q9D8U8 E9QP49
P29351 P29351
Q7TSH2 O09053
Q02956 Q02956
O54788 O88307
Q923D4 Q9D868
Q920L5 Q920L5
Q9D1Q6 Q9D0F3
Q9DCM7 F6Z7L1
P35582 P35582
Q9JI57 D3YWW5
E9QAB6 E9QAB6
Q3URQ0 A2AIV2
Q8VDD9 Q62241
P58390 P58390
Q8R0S4 Q8R0S4
Q5U462 Q3UD01
Q00560 Q00560
Q80X73 Q8C7V3
Q8K1S3 Q8K1S3
Q7TNF0 A6BLY7
P49650 Q9R100
Q80ZU0 Q501J7
Q61550 Q61550
Q05BQ1 Q05BQ1
A2AR02 A2AR02
Q8CFZ4 Q921G9
Q9WVG6 Q9WVG6
Q9Z0S2 Q9WTP9
J3KMG9 Q62227
Q5SUR0 Q5SUR0
Q9ERS5 Q9D8U8
Q9D2K4 Q9D2K4
Q62083 Q62083
P10126 P10126
B2RT41 O70477
Q9WUI0 Q3UJV1
P62509 P62509
Q3ULJ3 Q9QY93
Q8BHN9 Q8BHB7
Q6GU14 Q6GU14
Q9Z0F6 Q9Z2G0
A0A087WRI3 A0A087WRI3
P70696 P70696
Q8CAF4 Q8BGB2
Q80TR8 Q3U4X8
D3Z7H4 Q9Z0Y2
A2AQ14 Q8BYL4
Q8BI21 Q99PJ2
Q8K0Y7 O70273
B7ZCC9 Q8R2R1
Q8BIG7 Q9EQH4
Q9D2V5 Q9D2V5
Q6PAJ3 Q8BR07
Q9Z2N8 Q14C51
Q8CHH5 Q8CHH5
Q99M01 Q8BKI2
Q9JI57 A0A0R4J267
P37242 Q9ERI5
Q8R2R1 Q61826
G3XA53 G3XA53
A0A0R4J099 A0A0R4J099
P22315 P22315
Q64311 Q64311
A0A1L1STX8 A2AEP2
P51944 D3YWW5
Q99JW4 Q64523
Q923D4 P31230
P43431 E9QAP1
Q80ZU0 Q80ZU0
Q8C9X6 Q8C0I4
Q9JKF7 Q9CXW2
A0A0R4J057 H3BKL1
Q6P7F1 Q6P7F1
H3BK33 H3BK33
E9Q2E4 Q9DAZ9
Q8CI33 Q8CI33
F8WJ23 M0QWA7
H3BJ52 Q8C708
Q5IRJ6 Q32NY6
Q8BLI0 Q8BLI0
Q9CR80 Q9ER64
D3YVH8 Q58FA4
P11499 P11499
Q8BQ10 A0A0R4J008
Q61026 Q9WU42
Q01063 Q8K0D0
Q811Q9 A0A0R4J0I7
Q80Y50 Q80Y50
O08848 Q91VI7
E9PWA9 Q4FE56
A2A4P0 Q6PAR0
Q61024 Q61024
P21129 P21129
P24452 P24452
Q8BVN7 E9Q5K9
Q5BN45 Q5FW53
Q2KHI9 Q9QXW9
Q9CZS1 Q8BPY9
Q80WJ1 Q80WJ1
Q60838 Q60838
G3X8R8 Q9CS74
Q9WV92 Q9WV92
P09055 P09055
P16254 P16254
Q9WU56 Q9D0I4
Q60665 P37242
Q3TAQ3 A0A0R4J1J6
Q9Z2G0 Q60841
P62700 P62700
A0A140LJ72 Q3UD01
H9KUZ3 H9KUZ3
O54786 O54786
P28322 Q9D902
E9Q309 Q8BS90
Q3U3V8 F6YG30
Q05909 P31230
P51944 A0A0R4J267
Q9D7P9 Q3UD01
Q9CQS4 Q9CQS4
Q3TWL2 Q9CXD6
Q99PN3 G3X8R8
Q7M757 O54915
Q8R1J3 P00687
O54825 Q9D0N7
Q69Z26 E9PW83
P63157 B2RQE8
P47811 P47811
Q6R0H7 B0V2N1
Q9Z0L1 Q8BTM9
Q9WUR9 Q9WUR9
Q3UHD9 Q9WVM1
Q9CQ26 P56485
E9Q309 O89033
F8WIJ5 F8WIJ5
A2A791 A2A791
Q8BXN7 P70170
Q80X56 Q80X56
Q4PJX1 Q4PJX1
Q8BGA7 Q8BGA7
Q32NY6 A0A0A0MQ97
E9Q555 Q9CQA1
Q8K004 Q8BJH1
Q99JI4 V9GX76
E9PUA2 E9PUA2
Q3UBG2 G3X8V6
Q3TTA7 Q8R480
P62259 P62259
Q91VT1 P41593
Q8BIF0 Q80ZJ6
Q9CPX9 Q60841
Q62448 Q62448
Q8K1A5 Q8C025
Q6PDS3 Q6PDS3
P30276 O89033
Q570Y9 Q9Z131
P42232 Q6KAR6
O09030 O09030
Q9JM05 Q9JIZ5
Q3ULD5 O08848
Q91WN1 Q8BPY9
Q61670 Q1PSW8
Q0VAV1 Q8BLX4
Q3UHD9 P97445
Q9D6S7 Q9D6S7
Q8CI75 Q8CI75
Q8BY71 Q8CH72
E9PW37 E9Q6I3
Q9R1R0 Q8R100
P05201 Q9D892
Q80YW5 Q80YW5
Q03719 P10146
Q9JI57 Q80YS6
Q6ZWR4 Q6ZWR4
Q5U4H9 Q5U4H9
D6RJM5 Q60644
Q8BME9 P47876
P29533 P29533
D3Z2Z3 A0A1L1SSF2
Q6P9L6 Q5NCI0
Q91ZY2 Q922X9
Q3URE9 Q9D1T5
P58659 Q9Z0L4
Q62083 Q8BMC1
Q61144 Q9QXM0
Q8VDV3 Q8VDV3
Q9CZW4 Q9CZW4
Q6P2L7 Q80ZU0
Q9D4F2 Q7TS99
P48755 P48755
Q922F4 Q922F4
B1AZA5 Q64151
Q6P5D8 Q3UFM5
A2A7S7 F6VXZ2
F8VQM2 F8VQM2
Q61768 Q7TPR4
Q8BI72 B7ZC94
Q8C0Q3 P70325
Q8BKX6 Q8BKX6
Q80ZF2 Q80ZF2
P98084 Q8BXC6
Q9Z0F6 Q60841
Q99N84 Q99N84
A0A1Y7VLC3 O88904
Q3ULD5 Q9CZS1
Q8K0Y7 Q8K0Y7
Q9Z0H0 Q9Z0H0
Q9Z103 Q3URQ0
A6BLY7 Q99MS7
Q9EQI5 Q9EQI5
F7DDS0 Q9DBC3
Q8BIX3 Q8BIX3
Q9D9R0 Q8C0D7
Q9D892 P05201
Q80YR7 P30276
E9QNR8 E9QNR8
O54864 O54864
Q8K1K9 Q80U35
Q8BR07 Q9JMH7
Q0VBL3 Q0VBL3
Q9CQ49 Q9CQ49
O08663 O08663
G3UX69 A0A0R4J0V4
Q9JLI8 Q9JLI8
A2A7S8 A2A7S8
Q05909 Q9D0F4
A2AIW0 Q99LB6
O70492 Q62241
Q9D3J3 P30935
Q61074 Q9Z2N8
Q9WUT7 Q9WUT7
Q8K057 Q6VH22
F8VPT6 F8VPT6
P31313 P31313
Q810M1 G5E8T9
O35980 P20664
Q9CR51 Q9CR51
Q5SWW4 Q91VY5
O09118 O09118
Q8VBW5 Q501J7
Q99PM9 Q99PM9
Q61121 Q9D416
Q61160 Q61160
P51656 P51656
Q9CQ02 Q9CQ02
Q8BTH8 H3BLC8
Q9WTZ0 Q9CQI9
Q8K119 Q8K119
Q9R0U5 Q62486
E9QMN1 E9QMN1
A0A286YCV9 Q9Z1X9
J3KMM6 J3KMM6
Q6PFE7 Q80XI4
Q8BHE5 Q9D9S1
Q9CYS6 Q9JKF4
Q8QZZ7 Q8VCL5
Q61510 Q61510
Q9CXW4 Q9CXW4
Q3U4G0 Q3U4G0
Q9ESG9 Q9ESG9
Q8CEC4 Q8CEC4
D3YWW5 Q8VDZ4
P52482 P52483
P63157 Q8R373
Q9QXM0 Q61144
P70210 P70210
P06804 P06804
H3BLF0 Q922H7
Q61666 Q61666
G3X9H5 G3X9H5
Q60848 Q60848
A2ASM7 A2ASM7
Q61781 Q922U2
Q80TF4 Q9Z1X9
Q8BVE8 Q8BVE8
Q9D2D9 Q9R1K7
Q8VC88 Q80V42
F6SLK1 F6SLK1
E9PW83 Q9D4C1
A0A087WPY4 Q99JA5
Q80UG5 Q80UG5
O08614 Q62203
Q8VDW4 Q8VDW4
Q922W5 Q91VI7
Q8VI93 Q8VI93
H3BLC8 Q8BHL6
Q6PD10 Q8R3P2
Q9D2D7 A2ADH1
Q3U1N2 Q8CEE7
Q9Z0Z3 Q9Z0Z3
Q6P243 Q6J1H4
Q925N4 Q925N4
O70492 Q62203
Q9ERH7 Q61026
Q9JHB4 Q6VH22
Q99P50 Q99P50
Q69ZF3 Q69ZF3
E9Q774 Q9CXV9
Q80U95 Q80U95
Q8VE91 Q8K349
Q9R0B8 Q9R0U5
Q6URW6 Q6URW6
Q9QZQ1 Q61768
Q07235 Q07235
Q6PFY9 Q6PFY9
P56484 P56484
P63056 Q8BHE3
Q61263 Q61263
D3YW39 D3YW39
O54917 P10711
Q8C0D7 O70343
P08414 P08414
E9Q395 A2AM37
Q60803 Q60803
B1ATZ1 B1ATZ1
Q2VPA6 Q2VPA6
P62196 P62196
Q9D7P9 P59672
Q5DW34 Q5DW34
Q3U717 Q3U717
Q9WTZ9 Q99MB1
Q80Z64 Q80Z64
O88273 Q810N5
Q80VV3 P0C872
O08528 O08528
Q8BFS8 A0A087WRI3
Q3UJV1 Q3UTY6
O35491 O35491
Q8K3Z0 Q7TME2
D3Z3N4 Q9R0U0
P22682 P22682
Q05909 Q62203
Q9D2F7 Q922X9
Q8K353 Q62178
P47876 P47876
G3X9F2 B2RQE8
E9Q0Y4 E9Q0Y4
Q5BJ29 Q4KMS1
Q9D2N8 Q9D2N8
Q0VGU4 Q9JMH7
Q5Y5T2 Q9D3L0
Q91ZD6 O35625
Q8BFS8 D3YV92
D3Z742 Q3UHX9
P70170 Q61743
Q8C4V1 Q8C4V1
Q9Z0H3 Q9Z0H3
O88322 O88322
A0A087WQ16 A0A087WQ16
D6RGA0 A0A087WSS2
Q8BWT5 Q9JLY7
Q9D023 P60605
Q9WUI0 Q3V2J9
P61249 P35276
Q8VBV4 Q9WU42
Q9QXS1 Q9QXS1
P31245 P31245
P26687 Q9JMG9
P97929 P97929
Q99LE6 E9QPI5
P54369 Q99PM9
E9QN59 Q9WUI1
Q9JHB4 Q8BUB4
P27005 Q99KR6
Q14C51 Q9Z2N8
O08674 O08674
Q8R5A3 Q8R5A3
P01631 P01631
Q9CPQ3 Q9CPQ3
Q3U0X8 Q9CR83
O70176 O35066
Q922X9 Q8BGZ1
Q9CPX7 Q8R4H9
Q5F289 Q5F289
A6BLY7 Q7TNF0
P47873 P47873
Q3UFM5 A2AIV2
Q811Q9 Q811Q9
P62631 P62631
Q9CQE6 Q9CQE6
Q3UZG4 Q3UZG4
Q61093 P19973
Q9ERV1 P30276
A6BLY7 Q0P5X5
P32261 P32261
Q8K285 Q059P4
Q6NZP1 Q6NZP1
M0QW46 M0QW46
D3Z7P3 Q7TN22
O70343 O70343
O70194 O70194
P05784 P05784
Q921J4 Q921J4
Q3TAQ3 Q3TLW9
Q8CI96 D3YYQ7
P41241 P41241
Q61390 Q9DBS8
P48725 Q64523
D3YZS9 D3YZS9
A2AIV2 Q9Z103
P70245 Q3U2J5
P56581 P56581
P61967 Q3V1Z0
Q569L8 Q61503
Q80UY1 Q80UY1
Q5U462 P59672
Q9CQI1 Q9DCV6
Q8VEL0 Q8VEL0
P43021 P43021
Q9CQT2 Q5HZG4
O88875 A0A0B4J1G6
O70477 B2RT41
Q6NWV3 Q6NWV3
Q99JN2 Q99JN2
Q9Z1F9 Q9Z1F9
Q9CQW2 Q9CQW2
Q9DAY5 Q9DAY5
Q60611 Q60611
P61215 Q3U2V3
Q8BTZ5 Q8BTZ5
Q9D906 Q9D906
P24610 P63139
Q5D073 Q8N9S3
Q6P5D8 Q9Z110
Q3U4X8 Q3U4X8
Q62392 Q9D0C1
Q6P8K8 Q6P8K8
Q9Z0Y7 Q9Z0Y7
Q8VDP6 Q8VDP6
Q3TWL2 Q3TWL2
Q3UWW6 Q9JLR9
P97766 P97766
Q9QY53 Q9QY53
Q9D979 Q9D979
Q8BHK6 Q8BHK6
D3YYL3 Q9WUU6
Q8BVE3 Q8BVE3
Q8R1C3 Q3V2J9
Q9R1W5 Q9R1W5
P70347 Q8CI96
A0A0R4J267 D3YWW5
Q8R3C1 Q4FZG8
P35831 Q6KAR6
Q3UBG2 Q3UBG2
Q9DBS8 Q6P9Q6
P43407 P43407
D2J0Y4 D2J0Y4
Q8QZS5 Q922H7
Q6NZI9 Q8R4F1
F8VPT7 E9Q394
Q99MQ5 Q99MQ5
Q60676 Q60676
Q9CQ73 Q9CQ73
Q8BHW6 Q8BHW6
Q64441 Q64441
P70170 Q9JHB4
A0A0R4J0P3 A0A0R4J0P3
Q64012 Q64012
P35438 P35438
Q8R1N0 Q8K2A1
Q149C2 Q3V1H1
Q5D073 Q91WN2
Q8C4X1 G3X9P9
E9Q3H4 E9Q3H4
Q920E6 Q920E6
Q9CQN7 Q8BRB1
O54885 O54885
Q69ZS7 Q69ZS7
Q9R0B8 O35558
Q99MB7 Q99MB7
D6RJM5 D6RJM5
Q9D416 Q61121
Q9JMH7 Q6PAJ3
G5E8C4 A0A1L1SSF2
Q924A4 Q924A4
Q922R8 Q3TIX6
P54369 Q3UBG2
S4R177 A0A0A0MQF3
Q62226 Q62226
A0A1L1STX8 A0A0B4J1F1
Q9JK37 Q9D4C1
Q05769 Q05769
Q8R3L5 G3X8V6
Q08048 Q9JK23
Q7TPN9 Q8VD00
Q8K0D7 Q9CR63
Q6R0H7 Q9CQU3
Q8CH72 Q8CH72
P27641 P27641
Q9Z2B9 E9Q3T6
Q9CUB6 Q8C804
G3UYS1 B1AXD8
Q91W43 Q8CGF7
Q80X66 Q80X66
Q64261 Q64261
Q9CZB0 Q8C7M3
P54823 P54823
Q3URQ0 Q6P5D8
Q8JZM4 Q8JZM4
Q8K0G8 Q6P1E7
J3QQ44 A0A0R4J0B8
Q8BYN3 P56581
Q2TBA3 Q2TBA3
P97287 P97287
Q922X9 A6BLY7
Q9Z110 Q9Z103
P60670 P60670
E9PYA3 E9PYA3
A2BDX3 Q9Z191
Q9CZT6 Q9WUV0
Q8K358 Q925H0
Q3U8Y1 Q3U8Y1
Q91WQ5 Q91WQ5
Q8BX10 P32233
Q8K4Q7 A0A0R4J0F6
Q9R1K5 Q9R1K5
Q3UTY6 A2AQR4
Q8JZM6 Q921D9
P47212 P47212
P42581 P42581
Q9DCX1 O88689
Q3URE9 Q80Y24
Q8BVH9 Q8BVH9
Q0VBL1 Q0VBL1
Q9WUV0 Q9CZT6
A6H611 A6H611
O88444 D3Z4R4
P59672 Q5U462
Q61471 Q61471
Q9D2D7 D3Z742
H7BWZ9 H7BWZ9
Q5SUA5 P19973
A0A0A0MQ97 A0A0A0MQ97
A0A0J9YTR2 A0A0J9YTR2
Q3TY86 Q3TY86
Q3TB92 J3KML0
P42230 Q9WUL6
Q6PDM2 Q6PDM2
Q8BLY2 Q6NZL1
Q8BTM9 Q8BLD9
Q6P2B1 Q9ESJ0
A0A0N4SUH4 A0A0N4SUH4
Q68EF4 Q68EF4
Q9D0B6 A2AQ14
Q6ZQA0 Q6ZQA0
Q64131 Q6VNB8
Q7TNF0 Q8BGZ1
Q6F5E0 Q9R100
P10751 O88273
Q8K4Z5 Q8K4Z5
O88667 O88667
Q2TV84 P63157
Q91VA6 Q91VA6
Q8BXN7 Q8K057
Q80VV3 Q80VV3
Q9D3W5 Q9D7B7
Q8K0C4 Q9CRA4
Q8CEG5 Q9CQI9
Q8K0Y7 Q8VI78
E9PXB7 E9PXB7
P70211 P70211
Q8R5K4 Q8R5K4
Q9JJN1 Q0VBF2
Q497H0 Q497H0
Q60675 Q60675
Q9ERC3 P0C242
Q9D4F2 Q9EPZ6
Q9CR40 Q4G5Y1
Q6KAR6 P42232
O70589 O70589
Q5Y5T2 A0A0B4J1G6
P49650 G3X939
D6RJM5 Q3UTR7
Q6R0H7 P60605
Q80XU3 Q80XU3
Q61093 Q61093
Q8C761 A0A1B0GQY9
Q9WVH9 Q9WVH9
Q91WV7 Q91WV7
A2AQR4 Q8R1C3
Q9CY80 A2APZ7
Q68ED3 Q68ED3
P43274 Q5SYD0
Q3ULG3 Q3ULG3
A2AGB2 Q3U0X8
Q8C9D4 Q9WUI1
Q9ERZ4 Q9ERZ4
Q61121 O88829
O88852 O88852
Q8VBV4 P56581
Q8VDD9 Q05909
Q4VAC9 Q64324
Q9WTV7 Q80ZW2
B0V2N1 Q6Q477
Q3UHX9 A2ADH1
P62274 Q2YDW2
Q9D2V5 Q99KR8
E9Q2T3 E9Q2T3
F2Z3U3 F2Z3U3
E9Q2I3 Q64347
Q5D073 Q5D073
Q8C761 Q8C761
A0A0N4SVK4 Q9D321
Q9CXJ1 Q8BIP0
Q9Z0L1 Q9Z0L1
Q5NBX1 Q5NBX1
Q8R1H8 Q9EQ14
Q6IRU2 Q6IRU2
Q99KR6 Q99KR6
Q8BFX1 A0A0U1RNL9
Q99PN3 Q8C804
P29452 P29452
P70121 Q9Z2S7
Q9CZR4 Q99PM9
O88273 O88273
Q3UJC8 Q3UJC8
Q9D084 Q9CR73
P28481 P28481
Q07813 Q07813
Q80VR2 Q80VR2
Q91ZU0 Q91ZU0
P35585 P35585
Q9CR21 Q9CR21
Q6ZQ38 Q6ZQ38
Q9CZY2 Q9CZY2
Q8BGI7 P97946
Q8JZX7 Q9D566
Q9DCJ7 Q9DCJ7
Q9D3S9 Q9D0I4
Q9DBF1 Q9WVI9
O70492 P31230
O08547 O08547
Q9JJP2 Q80UP3
Q8BLR7 Q9JI18
Q8BTM9 Q9Z0L1
Q9ET39 Q9ET39
O88522 O88522
Q68EF4 Q0P5X5
A0A140LJC7 P31532
Q922Q8 Q922Q8
Q9R0S0 Q8CEG5
P21981 O35618
Q7TPR4 P47757
Q9QXM0 Q9QXM0
Q91VI7 Q922W5
Q8VBU8 Q9ERH7
Q8BVU5 Q8BRM2
Q6ZPF4 Q3V0C5
Q8BI66 P61215
Q61526 Q61526
Q3TGW2 Q3TCV3
A0A0A6YVW5 A0A0A6YVW5
Q9R1K7 Q91ZG2
A0A1L1SSF2 G5E8C4
Q9WTZ0 Q9D084
Q3U309 Q925H1
P08122 P08122
Q8K3M5 Q8K3M5
F6Z7L1 F6Z7L1
P23950 P23950
E9Q5F9 E9Q5F9
Q8C0S1 Q8C0S1
Q9D9N5 Q9D9N5
Q810A7 Q9CQG2
Q9D2D9 Q09324
Q9D3W4 Q9QZ41
Q3UJB9 Q3UJB9
P42567 P42567
O35683 Q60675
Q8C120 E9Q6I3
F8WGW3 P47791
P43241 P43241
Q62241 P31230
Q924T2 Q924T2
Q5RJI4 Q5RJI4
Q924X6 Q924X6
Q8VCB1 Q8VCB1
Q9DB07 Q9D6I9
Q9CPX9 P17679
Q8VE18 Q91VT1
Q8BGI7 A2AGB2
Q99JZ4 Q99JZ4
A0A1L1SSL9 O88700
Q641P0 Q641P0
Q5ND34 Q6IR34
Q6R2P8 Q6R2P8
P56581 Q9WU42
Q6LCE8 Q6LCE8
P21981 E9PUU5
Q9JJV5 Q9JJV5
A0A0U1RNL9 A0A0U1RNL9
M0QW59 Q08460
Q9D4C5 Q60809
Q09M02 Q09M02
Q9CQ26 Q60644
Q65Z40 P28667
Q9CR83 P97718
Q99N84 Q9CZ04
Q5PR68 Q5PR68
Q8K0D0 Q01063
E9PUQ8 O88502
O08614 Q62241
Q9DCV6 Q9CQI1
Q8VBW5 Q5SSG5
Q61084 Q61084
P52800 P52800
Q9D1Q1 Q9D1Q1
Q5H8A1 Q5H8A1
O35625 Q8BT07
Q8C6B9 Q8C6B9
P98083 P98083
Q8R173 Q9CXU9
Q8R3L5 Q3UBG2
Q5SX39 Q5SX39
Q149C2 Q9DBF1
Q9DCC8 Q9DCC8
P31230 P31230
Q9CR83 Q3U0X8
Q9JHG1 Q9Z324
Q91ZY2 Q8BGZ1
E9QAM5 E9QAM5
Q9Z0L4 B9EHI3
Q8BLI4 Q8BLI4
Q3U1J0 Q9D6D0
Q64096 Q80W22
O35286 O35286
Q60760 Q60760
Q3U3W2 Q3U3W2
Q6PAC3 Q6PAC3
Q91W43 Q9WUA2
Q14DQ1 Q14DQ1
B2RT41 A0A140LIR2
A0A1L1SSA4 A0A1L1SSA4
O88746 O88746
Q61826 Q8R2R1
B5B2N2 B5B2N2
O70477 Q8K2W9
Q8K0E7 Q8K0E7
Q925F2 Q925F2
Q3ULF4 Q3ULF4
Q6PIP5 P59470
Q3UBG2 Q3UD01
Q9CXW4 P05213
Q7TMG8 Q9JJT9
Q6ZPK7 Q6ZPK7
Q9Z2B9 E9QK22
Q6R3M4 Q6R3M4
Q0P5X5 A6BLY7
Q9JLB2 Q9JLB2
Q8K301 Q9QXV1
O70343 P25446
Q9JHI8 G5E8F1
P49650 E9PXZ3
Q60765 P56581
Q60769 Q9QXV3
Q9ERV1 Q9QZ41
Q4VAH7 Q8BUB4
Q8BRF7 Q9CRT8
A0A1D5RME2 A0A1D5RME2
P48962 Q9R0P5
Q61026 B1AUF1
G3X9F2 Q9QZ28
Q91XQ0 P41233
Q62388 Q62388
Q921S7 Q6PAR0
P62082 P62082
D3Z4T1 B9EKF4
A0JNU3 A0JNU3
Q9D275 Q9D275
Q80YR7 Q80YR7
Q8R570 Q8R570
Q9R0Q4 Q9R0Q4
Q9D7P9 G3X8V6
Q3UNA4 Q9CZY2
A3KBF5 P42581
Q8K1Y2 P51944
Q8BNV1 Q3V1H1
Q3UHX9 Q9QXV1
P97445 P97445
Q02085 Q02085
O35239 Q61035
Q9D742 Q9D742
Q9ES90 Q9ES90
Q3TKT4 Q3TKT4
E9QJU8 E9QJU8
P97480 P97480
Q9D051 Q9D051
Q8VCR3 Q8VCR3
E9QLK7 Q61937
Q9D3L0 Q3UPE3
Q5U4H9 Q8BT07
Q69Z26 Q9D4C1
P54099 P54099
A2AWL7 P25916
Q62053 P97318
Q9JLI2 Q9JLI2
B2RQE8 Q9ES03
A0A0R4J057 Q8BHL6
A0A1B0GSQ5 P63328
Q9JHQ5 Q9JHQ5
Q9ERL7 Q91VT1
Q922G7 Q922G7
Q8C7M3 Q8C7M3
Q80W22 Q80W22
Q8BR27 D3YW39
A6BLY7 Q68EF4
Q8BU88 Q9CQL5
Q8C4X1 Q8C4X1
P25118 P25118
F6ZDS4 A2AIV2
A0A1L1STX8 Q80VP5
Q64693 Q64693
Q925H1 A0A1B0GQY9
O70494 Q60665
Q9CZL0 O08804
P59644 Q69ZK7
P61620 P61620
P08226 Q9D031
Q1HL35 Q1HL35
Q68EF4 Q9D2F7
Q9CXW2 Q9Z2N8
Q8VIG3 Q8VIG3
P35564 P35564
A0A1B0GSQ5 E9Q557
Q99MV2 Q99MV2
Q922W5 O08848
Q6PAL7 P42125
Q9CR78 Q8BUL6
B9EJ22 Q9ERV1
Q91ZD6 Q5U4H9
Q6PB66 Q6PB66
P20615 P20615
A0A0R4J073 E9Q577
Q9QXV1 Q8CCK0
Q9R0U0 D3Z3N4
Q3U7U4 Q3U7U4
P60766 P60766
Q80VV3 Q6P1E7
Q3TWL2 Q2KHI9
Q8K249 Q8K249
Q05D44 Q05D44
Q99M80 Q99M80
J3KMG9 J3KMG9
Q8CGC7 Q8CGC7
Q9CWL2 Q8C9B9
Q6NVF4 Q8K0G8
Q99LI9 Q8C142
Q8BHE3 Q8R1G1
Q5PRF0 Q9D075
Q8K0S5 Q8K0S5
A2CG28 G3UX69
P52785 P52785
O35949 O35949
Q99N57 Q99N57
Q60972 Q60972
O70176 Q8CB96
A0A0R4J1C5 Q8QZS5
Q8R0J7 E9QJU7
A3KGS3 A3KGS3
A0A0R4J1C5 E9QNR8
O35683 O35683
O88829 O88829
Q9DAM5 Q8VBV3
P35276 P61249
Q7M757 Q7M757
O09051 O09051
Q62392 Q7TPN9
Q9D384 Q9D384
Q8C6D4 D3YZS9
Q9D0F4 O70492
Q80YR7 Q9ERV1
